??????????,Are you studying at Chiang Mai University,Have you ever play any online game in the last semester,Gender,Years,Type of game,Hours spend,FPS,Casino,PvE,MOBA, Battle Royale,RTS,MMO, Puzzle,Other,Competitive Action,Role / Progression,Causal / Chance,GType,Game_Type_Merged,ADA1,ADA2,ADA3,ADA4,ADA5,ADA6,ADA7,ADA8,ADA9,ADA10,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,GPA,Game Addiction Total,Game Addiction Level,CP Total,CP Level,,,
7/15/2024 12:37:11,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",5,1,1,1,1,1,1,1,1,1,1,1,1,FPS,Competitive Action,0,0,1,0,1,1,1,0,0,0,3,1,1,2,1,3,2,2,1,3.35,4,Medium,16,Low,,,
7/15/2024 12:37:13,??? (Yes),???? (Yes),Female,1,9. ????? (Other),4,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,1,0,0,1,1,4,3,4,5,4,3,4,4,3,3.96,5,Medium,34,High,,,
7/15/2024 12:37:23,??? (Yes),???? (Yes),Female,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,0,0,0,1,0,0,1,1,0,1,1,1,MOBA,Competitive Action,0,0,1,0,1,0,1,0,0,1,2,4,3,4,4,2,3,4,3,2.35,4,Medium,29,Medium,,,
7/15/2024 12:38:45,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,1,1,1,1,1,1,1,0,1,0,3,3,4,3,4,2,3,3,4,3.80,8,High,29,Medium,,,
7/15/2024 12:39:22,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",3,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,1,0,1,1,1,0,1,0,0,0,5,4,4,4,3,3,4,4,4,3.99,5,Medium,35,High,,,
7/15/2024 12:42:21,??? (Yes),???? (Yes),Female,1,8. Puzzle,2,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,1,0,1,1,1,0,0,0,5,5,5,4,4,4,5,5,5,3.65,4,Medium,42,High,,,
7/15/2024 12:43:42,??? (Yes),???? (Yes),Female,1,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,5,4,4,3.84,0,Low,36,High,,,
7/15/2024 12:44:25,??? (Yes),???? (Yes),Female,3,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,1,0,0,1,0,0,0,0,4,3,3,4,3,5,4,4,4,1.78,3,Low,34,High,,,
7/15/2024 12:44:51,??? (Yes),???? (Yes),Female,2,9. ????? (Other),4,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,0,0,1,1,0,0,0,1,5,4,5,4,5,4,4,4,5,3.89,4,Medium,40,High,,,
7/15/2024 12:45:46,??? (Yes),???? (Yes),Female,2,8. Puzzle,1,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,1,0,0,0,0,2,2,2,5,4,4,4,3,3,4.00,1,Low,29,Medium,,,
7/15/2024 12:47:28,??? (Yes),???? (Yes),LGBTQ+,4,8. Puzzle,2,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,1,0,0,0,1,1,0,0,0,0,5,4,2,5,4,4,5,5,5,3.70,3,Low,39,High,,,
7/15/2024 12:47:30,??? (Yes),???? (Yes),Female,2,8. Puzzle,1,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,1,0,0,0,0,2,3,3,4,3,3,3,3,4,3.96,1,Low,28,Medium,,,
7/15/2024 12:49:04,??? (Yes),???? (Yes),Female,4,8. Puzzle,2,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,1,0,1,1,1,0,0,1,4,3,4,3,4,3,4,4,4,3.54,5,Medium,33,Medium,,,
7/15/2024 12:51:01,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,0,0,1,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,1,1,0,0,1,0,4,3,4,4,3,5,4,4,3,3.84,5,Medium,34,High,,,
7/15/2024 12:51:41,??? (Yes),???? (Yes),Female,3,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",4,1,0,1,1,1,0,1,0,0,1,1,0,FPS,Competitive Action,1,1,1,0,1,1,1,0,0,1,3,2,3,4,2,5,4,5,4,3.68,7,High,32,Medium,,,
7/15/2024 12:52:57,??? (Yes),???? (Yes),Female,3,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",5,1,0,0,1,0,0,0,1,0,1,0,1,FPS,Competitive Action,1,1,1,0,1,1,1,0,0,1,5,4,4,4,4,3,3,4,4,3.21,7,High,35,High,,,
7/15/2024 12:53:33,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",3,0,0,1,1,0,0,0,0,1,1,1,1,PvE,Role / Progression,0,0,1,0,0,1,1,0,0,0,5,3,3,3,3,3,3,4,3,3.73,3,Low,30,Medium,,,
7/15/2024 12:54:11,??? (Yes),???? (Yes),LGBTQ+,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 9. ????? (Other)",2,1,0,0,1,1,0,0,0,1,1,0,1,FPS,Competitive Action,0,1,0,0,1,1,0,0,1,0,4,4,5,5,4,3,5,5,5,3.50,4,Medium,40,High,,,
7/15/2024 12:54:21,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",2,1,0,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,1,4,4,4,5,4,5,4,4,4,3.39,6,Medium,38,High,,,
7/15/2024 12:55:13,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,1,1,0,1,0,1,1,4,4,2,3,1,5,5,4,2,3.54,7,High,30,Medium,,,
7/15/2024 12:55:38,??? (Yes),???? (Yes),Female,1,1. First-Person Shooter Game (FPS),1,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,4,5,4,5,4,4,4,4,5,3.32,1,Low,39,High,,,
7/15/2024 12:57:32,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",2,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,1,0,0,0,0,1,0,0,0,0,4,4,3,5,4,3,4,4,4,4.00,2,Low,35,High,,,
7/15/2024 12:58:14,??? (Yes),???? (Yes),Male,3,4. Multiplayer Online Battle Arena (MOBA) Games,1,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,0,0,0,0,0,5,5,5,5,4,3,5,5,5,3.45,0,Low,42,High,,,
7/15/2024 12:58:41,??? (Yes),???? (Yes),Female,1,"2. Online Casino Games, 4. Multiplayer Online Battle Arena (MOBA) Games",3,0,1,0,1,0,0,0,0,0,1,0,1,Casino,Causal / Chance,1,0,0,0,0,0,0,0,0,0,5,4,5,4,3,3,4,5,4,3.93,1,Low,37,High,,,
7/15/2024 12:59:08,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,1,0,1,1,1,0,0,0,0,1,1,0,FPS,Competitive Action,0,0,1,0,1,1,1,1,0,0,4,4,3,4,3,5,4,4,4,3.84,5,Medium,35,High,,,
7/15/2024 12:59:46,??? (Yes),???? (Yes),LGBTQ+,1,5. Battle Royale Games,2,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,0,0,0,0,0,0,0,0,5,4,4,5,3,2,4,3,3,4.00,0,Low,33,Medium,,,
7/15/2024 12:59:57,??? (Yes),???? (Yes),LGBTQ+,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,1,0,1,1,0,0,0,0,5,4,4,5,4,2,4,3,4,3.98,4,Medium,35,High,,,
7/15/2024 13:00:04,??? (Yes),???? (Yes),LGBTQ+,1,"3. Player versus Environment (PvE), 5. Battle Royale Games",3,0,0,1,0,1,0,0,0,0,1,1,0,PvE,Role / Progression,0,0,1,0,1,1,0,0,0,0,5,5,4,5,3,4,5,4,5,3.61,3,Low,40,High,,,
7/15/2024 13:02:25,??? (Yes),???? (Yes),LGBTQ+,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",5,1,0,1,1,1,1,1,1,1,1,1,1,FPS,Competitive Action,1,0,1,0,0,1,0,0,0,1,5,5,4,3,3,5,4,5,4,3.73,4,Medium,38,High,,,
7/15/2024 13:02:27,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",5,1,0,0,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,0,0,0,0,1,0,0,0,0,4,5,4,4,5,3,5,5,5,3.93,2,Low,40,High,,,
7/15/2024 13:02:41,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",3,1,0,1,1,0,0,0,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,0,1,1,0,0,0,4,4,4,4,3,3,3,3,3,3.68,4,Medium,31,Medium,,,
7/15/2024 14:05:11,??? (Yes),???? (Yes),Male,2,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,1,1,1,0,1,1,1,5,5,5,5,5,5,5,5,3.68,6,Medium,41,High,,,
7/15/2024 14:07:25,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 7. Massively Multiplayer Online (MMO) Games",5,1,0,1,0,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,0,1,1,1,0,0,0,0,1,5,5,2,4,3,4,4,4,4,2.00,5,Medium,35,High,,,
7/15/2024 14:07:43,??? (Yes),???? (Yes),Male,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,0,1,1,1,0,0,0,4,3,2,3,3,5,3,3,3,2.30,5,Medium,29,Medium,,,
7/15/2024 14:08:31,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",4,1,0,1,0,0,1,1,1,1,1,1,1,FPS,Competitive Action,0,0,0,0,1,1,0,0,0,0,3,4,2,5,4,2,2,4,3,2.98,2,Low,29,Medium,,,
7/15/2024 14:08:55,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,3,4,5,4,1,5,5,5,3.98,1,Low,37,High,,,
7/15/2024 14:09:24,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games",1,1,0,0,0,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,1,1,0,0,0,0,4,4,3,5,4,4,5,5,4,4.00,2,Low,38,High,,,
7/15/2024 14:09:51,??? (Yes),???? (Yes),Female,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",2,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,0,1,1,0,0,0,0,4,5,5,5,4,4,4,5,4,3.69,3,Low,40,High,,,
7/15/2024 14:10:37,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games, 8. Puzzle",1,1,0,0,0,1,0,0,1,0,1,0,1,FPS,Competitive Action,0,0,1,1,0,1,1,0,1,0,5,4,5,5,3,2,3,4,4,3.93,5,Medium,35,High,,,
7/15/2024 14:10:54,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",3,0,0,0,1,0,0,1,0,0,1,1,0,MOBA,Competitive Action,0,0,1,0,1,1,0,0,0,0,5,5,5,5,3,1,3,5,3,3.74,3,Low,35,High,,,
7/15/2024 14:11:03,??? (Yes),???? (Yes),LGBTQ+,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle, 9. ????? (Other)",3,1,0,0,1,1,0,0,1,1,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,1,0,1,1,4,4,3,2,3,3,3,3,4,3.34,7,High,29,Medium,,,
7/15/2024 14:11:42,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games",4,1,0,0,1,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,1,1,1,0,0,0,5,4,3,5,4,4,4,4,4,2.50,3,Low,37,High,,,
7/15/2024 14:12:00,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,0,0,1,0,0,0,1,0,5,5,3,5,4,4,5,5,5,3.66,3,Low,41,High,,,
7/15/2024 14:12:12,??? (Yes),???? (Yes),Female,1,5. Battle Royale Games,3,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,1,0,0,1,0,0,0,0,2,3,2,4,3,2,3,4,3,3.82,2,Low,26,Medium,,,
7/15/2024 14:12:28,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",1,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,1,0,1,1,1,1,0,0,1,1,3,4,3,4,3,4,3,4,3,3.46,7,High,31,Medium,,,
7/15/2024 14:12:36,??? (Yes),???? (Yes),Male,4,1. First-Person Shooter Game (FPS),3,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,1,1,0,0,1,1,4,3,3,4,4,5,4,3,4,3.49,5,Medium,34,High,,,
7/15/2024 14:12:47,??? (Yes),???? (Yes),Female,4,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,4,4,3,5,3,4,4,5,5,2.67,2,Low,37,High,,,
7/15/2024 14:13:55,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,1,0,0,0,5,5,5,5,4,2,4,4,4,3.92,3,Low,38,High,,,
7/15/2024 14:15:10,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,3,3,2,4,3,3,4,4,3,3.60,2,Low,29,Medium,,,
7/15/2024 14:18:05,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",2,1,0,1,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,0,4,5,4,4,4,3,4,5,4,2.60,5,Medium,37,High,,,
7/15/2024 14:18:29,??? (Yes),???? (Yes),Female,3,2. Online Casino Games,2,0,1,0,0,0,0,0,0,0,0,0,1,Casino,Causal / Chance,1,0,0,0,0,0,1,0,0,0,5,3,5,5,3,5,4,5,3,2.90,2,Low,38,High,,,
7/15/2024 14:18:46,??? (Yes),???? (Yes),Female,4,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",3,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,0,1,1,1,0,1,0,3,3,4,4,3,4,2,4,4,2.30,5,Medium,31,Medium,,,
7/15/2024 14:19:27,??? (Yes),???? (Yes),Female,4,8. Puzzle,1,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,1,0,0,1,0,0,0,0,4,4,4,5,3,4,4,5,4,3.65,2,Low,37,High,,,
7/15/2024 14:20:03,??? (Yes),???? (Yes),Female,3,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 5. Battle Royale Games",1,1,0,1,0,1,0,0,0,0,1,1,0,FPS,Competitive Action,0,0,1,0,0,1,0,0,0,1,5,3,4,3,4,3,4,3,3,1.94,3,Low,32,Medium,,,
7/15/2024 14:20:08,??? (Yes),???? (Yes),Female,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",4,0,0,0,1,0,0,0,0,1,1,0,1,MOBA,Competitive Action,1,0,1,1,1,1,0,0,0,1,2,2,3,4,3,2,3,4,3,3.16,6,Medium,26,Medium,,,
7/15/2024 14:20:22,??? (Yes),???? (Yes),Female,3,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,1,0,0,0,0,5,4,3,3,4,3,4,4,4,3.17,3,Low,34,High,,,
7/15/2024 14:20:24,??? (Yes),???? (Yes),Female,4,"2. Online Casino Games, 8. Puzzle",1,0,1,0,0,0,0,0,1,0,0,0,1,Casino,Causal / Chance,0,0,0,0,1,1,1,0,0,0,5,5,4,5,4,3,5,5,5,2.79,3,Low,41,High,,,
7/15/2024 14:21:21,??? (Yes),???? (Yes),Male,4,"2. Online Casino Games, 4. Multiplayer Online Battle Arena (MOBA) Games",3,0,1,0,1,0,0,0,0,0,1,0,1,Casino,Causal / Chance,1,0,1,0,1,1,0,0,0,1,4,3,3,4,2,1,3,4,3,2.49,5,Medium,27,Medium,,,
7/15/2024 14:21:23,??? (Yes),???? (Yes),Female,3,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,5,4,3,1.97,0,Low,32,Medium,,,
7/15/2024 14:22:18,??? (Yes),???? (Yes),Female,3,9. ????? (Other),4,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,1,1,1,0,0,0,4,2,3,4,3,5,3,4,5,2.00,3,Low,33,Medium,,,
7/15/2024 14:22:37,??? (Yes),???? (Yes),Female,3,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,0,1,0,0,0,0,5,4,4,4,4,3,4,4,4,3.38,2,Low,36,High,,,
7/15/2024 14:23:27,??? (Yes),???? (Yes),LGBTQ+,4,8. Puzzle,2,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,1,0,0,0,1,0,0,0,0,5,5,2,3,2,2,2,2,3,2.57,2,Low,26,Medium,,,
7/15/2024 14:23:38,??? (Yes),???? (Yes),Female,4,"1. First-Person Shooter Game (FPS), 9. ????? (Other)",1,1,0,0,0,0,0,0,0,1,1,0,1,FPS,Competitive Action,0,0,0,0,1,1,0,0,0,0,4,3,2,3,2,3,4,4,3,2.61,2,Low,28,Medium,,,
7/15/2024 14:29:42,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games",4,1,1,0,0,0,0,0,0,0,1,0,1,FPS,Competitive Action,1,1,1,1,1,1,0,0,0,1,3,3,4,4,4,3,3,3,4,3.20,7,High,31,Medium,,,
7/15/2024 14:30:17,??? (Yes),???? (Yes),Female,3,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games, 8. Puzzle",2,1,0,0,0,1,0,0,1,0,1,0,1,FPS,Competitive Action,0,1,1,0,1,1,1,0,0,0,4,5,3,4,3,2,4,3,4,3.14,5,Medium,32,Medium,,,
7/15/2024 14:31:06,??? (Yes),???? (Yes),Female,1,"2. Online Casino Games, 8. Puzzle",3,0,1,0,0,0,0,0,1,0,0,0,1,Casino,Causal / Chance,0,0,1,0,1,1,1,0,0,0,5,5,4,4,4,4,4,5,4,3.50,4,Medium,39,High,,,
7/15/2024 14:31:50,??? (Yes),???? (Yes),LGBTQ+,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",3,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,0,1,0,0,1,1,1,0,0,0,4,3,3,5,3,5,4,5,4,3.15,4,Medium,36,High,,,
7/15/2024 14:33:07,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,0,1,0,0,0,1,3,3,3,3,2,4,3,1,2,2.14,4,Medium,24,Medium,,,
7/15/2024 14:34:24,??? (Yes),???? (Yes),Female,1,"8. Puzzle, 9. ????? (Other)",3,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,0,0,1,0,1,1,0,0,0,0,4,4,3,4,3,4,4,4,3,2.89,3,Low,33,Medium,,,
7/15/2024 14:36:21,??? (Yes),???? (Yes),Female,3,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,1,1,0,1,1,0,0,0,1,3,3,3,4,3,4,4,4,4,3.74,6,Medium,32,Medium,,,
7/15/2024 14:36:29,??? (Yes),???? (Yes),Female,3,"5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 8. Puzzle",3,0,0,0,0,1,1,0,1,0,1,0,1,Battle Royale,Causal / Chance,0,1,1,0,0,1,0,0,0,1,5,3,2,5,4,3,4,4,3,3.79,4,Medium,33,Medium,,,
7/15/2024 14:36:32,??? (Yes),???? (Yes),Female,3,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,1,1,0,0,0,0,3,4,2,3,3,2,4,5,4,2.86,2,Low,30,Medium,,,
7/15/2024 14:37:11,??? (Yes),???? (Yes),Female,3,5. Battle Royale Games,2,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,0,0,1,1,1,0,0,1,4,3,3,4,4,4,4,4,4,3.00,4,Medium,34,High,,,
7/15/2024 14:37:18,??? (Yes),???? (Yes),Female,3,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,0,1,0,0,0,0,4,3,2,3,3,2,3,3,3,2.38,2,Low,26,Medium,,,
7/15/2024 14:37:54,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,0,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,1,1,0,0,0,0,4,5,5,5,5,2,5,3,4,3.76,4,Medium,38,High,,,
7/15/2024 14:39:24,??? (Yes),???? (Yes),Female,4,2. Online Casino Games,3,0,1,0,0,0,0,0,0,0,0,0,1,Casino,Causal / Chance,0,0,1,0,1,1,0,0,0,0,3,4,3,4,3,2,3,4,3,2.28,3,Low,29,Medium,,,
7/15/2024 14:39:31,??? (Yes),???? (Yes),Female,3,"2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",5,0,1,1,1,0,0,0,1,0,1,1,1,Casino,Causal / Chance,0,0,1,0,0,1,0,0,0,0,3,4,3,4,4,2,3,4,4,3.29,2,Low,31,Medium,,,
7/15/2024 14:42:05,??? (Yes),???? (Yes),Female,3,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,0,1,0,0,0,0,5,4,4,4,3,3,3,3,3,3.56,2,Low,32,Medium,,,
7/15/2024 14:42:23,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",2,1,0,1,1,1,0,0,1,0,1,1,1,FPS,Competitive Action,1,1,1,0,1,1,1,1,0,0,3,3,3,2,3,4,3,3,4,2.68,7,High,28,Medium,,,
7/15/2024 14:44:05,??? (Yes),???? (Yes),Male,3,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,1,0,0,1,1,1,0,1,1,2,4,3,4,5,2,4,4,4,3.14,7,High,32,Medium,,,
7/15/2024 14:45:20,??? (Yes),???? (Yes),Female,2,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,4,4,5,4,3,2,3,5,3,2.62,1,Low,33,Medium,,,
7/15/2024 14:46:45,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games",3,1,0,0,1,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,0,5,5,4,5,5,3,5,5,5,3.99,5,Medium,42,High,,,
7/15/2024 14:47:25,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 8. Puzzle",2,1,0,0,0,0,0,0,1,0,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,0,5,4,2,3,2,4,3,4,3,3.99,5,Medium,30,Medium,,,
7/15/2024 14:47:50,??? (Yes),???? (Yes),Female,2,"5. Battle Royale Games, 8. Puzzle",3,0,0,0,0,1,0,0,1,0,1,0,1,Battle Royale,Causal / Chance,0,0,1,0,1,1,0,0,0,0,5,5,4,3,4,2,4,4,4,3.92,3,Low,35,High,,,
