??????????,Are you studying at Chiang Mai University,Have you ever play any online game in the last semester,Gender,Years,Type of game,Hours spend,FPS,Casino,PvE,MOBA, Battle Royale,RTS,MMO, Puzzle,Other,Competitive Action,Role / Progression,Causal / Chance,GType,Game_Type_Merged,ADA1,ADA2,ADA3,ADA4,ADA5,ADA6,ADA7,ADA8,ADA9,ADA10,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,GPA,Game Addiction Total,Game Addiction Level,CP Total,CP Level,,,
7/14/2024 12:08:52,??? (Yes),???? (Yes),LGBTQ+,3,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games",4,1,0,1,1,1,1,1,0,0,1,1,0,FPS,Competitive Action,0,0,0,0,1,1,1,0,0,1,4,1,1,5,4,3,5,1,3,3.98,4,Medium,27,Medium,,,
7/14/2024 12:11:14,??? (Yes),???? (Yes),Female,1,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,0,0,0,0,0,5,3,5,4,2,3,5,5,4,3.98,2,Low,36,High,,,
7/14/2024 12:12:30,??? (Yes),???? (Yes),Female,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",3,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,0,1,1,0,0,0,0,4,3,3,5,3,4,5,5,3,3.45,3,Low,35,High,,,
7/14/2024 12:13:15,??? (Yes),???? (Yes),LGBTQ+,3,8. Puzzle,3,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,1,0,1,0,0,5,4,4,4,3,3,4,4,3,2.59,2,Low,34,High,,,
7/14/2024 12:13:19,??? (Yes),???? (Yes),Female,3,5. Battle Royale Games,3,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,0,0,0,1,0,0,0,0,3,4,4,5,4,2,5,5,5,2.65,1,Low,37,High,,,
7/14/2024 12:14:50,??? (Yes),???? (Yes),Female,1,"8. Puzzle, 9. ????? (Other)",1,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,0,0,0,0,1,1,0,0,0,0,4,4,3,5,4,4,4,4,4,3.56,2,Low,36,High,,,
7/14/2024 12:18:20,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",2,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,5,5,4,4,5,2,3,5,4,3.92,2,Low,37,High,,,
7/14/2024 12:21:05,??? (Yes),???? (Yes),Female,1,7. Massively Multiplayer Online (MMO) Games,4,0,0,0,0,0,0,1,0,0,0,1,0,MMO,Role / Progression,0,0,0,0,1,1,0,0,0,0,4,3,4,4,3,4,4,4,3,3.92,2,Low,33,Medium,,,
7/14/2024 12:21:23,??? (Yes),???? (Yes),LGBTQ+,1,5. Battle Royale Games,4,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,0,0,1,1,1,1,1,0,5,5,5,5,5,4,4,3,4,3.94,5,Medium,40,High,,,
7/14/2024 12:21:37,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",2,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,0,0,1,1,0,0,0,4,4,3,3,3,2,4,3,3,3.95,3,Low,29,Medium,,,
7/14/2024 12:23:59,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,0,1,1,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,0,0,0,1,0,0,0,1,5,4,4,5,5,4,5,5,4,3.44,3,Low,41,High,,,
7/14/2024 12:27:11,??? (Yes),???? (Yes),Female,4,8. Puzzle,1,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,0,0,0,0,0,5,4,4,5,4,3,4,4,5,3.50,0,Low,38,High,,,
7/14/2024 12:27:13,??? (Yes),???? (Yes),Female,4,"8. Puzzle, 9. ????? (Other)",1,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,1,0,0,0,0,5,5,3,4,4,3,4,5,5,3.80,1,Low,38,High,,,
7/14/2024 12:27:57,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",3,1,0,1,1,1,1,1,1,1,1,1,1,FPS,Competitive Action,0,0,0,0,1,1,1,0,0,0,4,3,3,4,2,2,3,4,3,3.41,3,Low,28,Medium,,,
7/14/2024 12:28:48,??? (Yes),???? (Yes),Female,4,"1. First-Person Shooter Game (FPS), 7. Massively Multiplayer Online (MMO) Games, 9. ????? (Other)",4,1,0,0,0,0,0,1,0,1,1,1,1,FPS,Competitive Action,1,0,0,0,1,1,0,0,0,0,5,4,5,4,4,4,4,5,4,3.58,3,Low,39,High,,,
7/14/2024 12:29:30,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",5,1,1,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,0,0,0,0,1,1,0,0,0,1,5,4,4,5,4,4,3,3,3,3.33,3,Low,35,High,,,
7/14/2024 12:30:16,??? (Yes),???? (Yes),Female,3,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,4,4,2,5,3,4,4,4,3,3.80,1,Low,33,Medium,,,
7/14/2024 12:30:30,??? (Yes),???? (Yes),Male,4,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,5,5,4,5,5,4,5,5,5,4.00,2,Low,43,High,,,
7/14/2024 12:33:54,??? (Yes),???? (Yes),Male,4,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",4,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,1,1,0,1,1,1,1,5,3,4,2,4,2,3,3,4,3.80,7,High,30,Medium,,,
7/14/2024 12:35:52,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,0,0,0,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,0,0,0,1,0,0,0,1,5,4,4,5,4,3,5,5,4,3.04,3,Low,39,High,,,
7/14/2024 12:36:49,??? (Yes),???? (Yes),Male,2,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,0,0,1,1,1,0,0,0,0,1,1,0,PvE,Role / Progression,1,0,1,0,1,1,1,0,0,0,4,4,4,4,4,3,4,4,4,2.56,5,Medium,35,High,,,
7/14/2024 12:50:56,??? (Yes),???? (Yes),Female,3,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,4,3,3,5,4,4,5,5,3,3.89,1,Low,36,High,,,
7/14/2024 15:48:43,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",4,1,0,0,1,1,0,0,1,0,1,0,1,FPS,Competitive Action,1,0,0,0,1,1,0,0,0,1,5,4,3,5,4,4,4,3,5,3.20,4,Medium,37,High,,,
7/14/2024 16:25:18,??? (Yes),???? (Yes),Female,3,2. Online Casino Games,3,0,1,0,0,0,0,0,0,0,0,0,1,Casino,Causal / Chance,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,3,3,3,3,2.75,0,Low,29,Medium,,,
7/14/2024 16:26:21,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games",4,1,0,0,1,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,1,0,1,0,1,0,0,0,4,4,4,4,4,4,4,4,4,3.60,4,Medium,36,High,,,
7/14/2024 16:27:54,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 8. Puzzle, 9. ????? (Other)",4,1,0,0,0,0,0,0,1,1,1,0,1,FPS,Competitive Action,1,0,0,0,0,1,1,0,1,1,4,4,3,5,3,1,3,4,4,3.17,5,Medium,31,Medium,,,
7/14/2024 16:30:13,??? (Yes),???? (Yes),Female,1,"3. Player versus Environment (PvE), 9. ????? (Other)",3,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,0,0,1,0,1,0,0,0,1,1,4,5,4,3,4,4,4,4,4,3.57,4,Medium,36,High,,,
7/14/2024 16:34:03,??? (Yes),???? (Yes),Male,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",4,0,0,0,1,1,0,1,0,0,1,1,0,MOBA,Competitive Action,1,0,0,0,1,0,1,0,0,0,4,4,4,5,3,2,3,4,4,3.91,3,Low,33,Medium,,,
7/14/2024 16:49:12,??? (Yes),???? (Yes),Female,1,8. Puzzle,2,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,3.90,1,Low,45,High,,,
7/14/2024 16:51:20,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,1,1,1,0,0,1,4,2,1,4,3,3,2,3,3,2.94,5,Medium,25,Medium,,,
7/14/2024 16:52:38,??? (Yes),???? (Yes),Male,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",4,0,0,0,1,1,0,1,0,0,1,1,0,MOBA,Competitive Action,0,0,1,1,1,1,0,0,0,1,5,4,5,4,4,3,4,4,4,3.71,5,Medium,37,High,,,
7/14/2024 16:54:28,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 8. Puzzle, 9. ????? (Other)",4,1,0,0,0,0,0,0,1,1,1,0,1,FPS,Competitive Action,0,0,1,0,1,1,0,0,0,0,5,3,4,5,4,1,5,5,3,2.24,3,Low,35,High,,,
7/14/2024 16:54:34,??? (Yes),???? (Yes),Male,3,"5. Battle Royale Games, 8. Puzzle",4,0,0,0,0,1,0,0,1,0,1,0,1,Battle Royale,Causal / Chance,0,0,0,0,0,1,0,0,0,0,5,5,5,4,4,5,5,4,5,2.75,1,Low,42,High,,,
7/14/2024 16:55:13,??? (Yes),???? (Yes),LGBTQ+,3,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,3,3,3,5,3,5,5,4,5,3.60,2,Low,36,High,,,
7/14/2024 16:56:14,??? (Yes),???? (Yes),Male,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",2,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,0,0,1,1,0,0,1,0,5,2,2,5,3,1,3,3,4,4.00,3,Low,28,Medium,,,
7/14/2024 16:56:59,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games",4,1,0,1,1,1,1,1,0,0,1,1,0,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,4,4,3,5,4,3,4,5,3.78,1,Low,37,High,,,
7/14/2024 16:57:15,??? (Yes),???? (Yes),Male,3,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",3,0,0,1,1,0,0,0,0,0,1,1,0,PvE,Role / Progression,1,0,1,0,1,1,0,0,1,1,5,3,4,5,4,5,4,2,4,4.00,6,Medium,36,High,,,
7/14/2024 16:58:38,??? (Yes),???? (Yes),Male,3,"3. Player versus Environment (PvE), 7. Massively Multiplayer Online (MMO) Games",4,0,0,1,0,0,0,1,0,0,0,1,0,PvE,Role / Progression,1,1,1,0,1,1,0,0,0,1,5,5,4,4,3,3,3,3,3,2.77,6,Medium,33,Medium,,,
7/14/2024 17:01:06,??? (Yes),???? (Yes),Male,2,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,0,0,0,0,0,4,4,3,5,4,4,5,5,5,2.10,0,Low,39,High,,,
7/14/2024 17:07:43,??? (Yes),???? (Yes),Male,2,"3. Player versus Environment (PvE), 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games",3,0,0,1,0,0,1,1,0,0,1,1,0,PvE,Role / Progression,0,0,1,0,1,1,0,0,0,0,3,3,4,4,4,3,4,2,3,3.77,3,Low,30,Medium,,,
7/14/2024 17:09:02,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games",4,1,0,0,1,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,1,3,4,3,4,4,4,5,4,4,3.00,6,Medium,35,High,,,
7/14/2024 17:10:01,??? (Yes),???? (Yes),Male,1,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,2,3,2,5,4,1,3,3,4,2.90,2,Low,27,Medium,,,
7/14/2024 17:28:44,??? (Yes),???? (Yes),Male,4,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",3,0,0,1,1,0,0,0,0,0,1,1,0,PvE,Role / Progression,0,0,1,0,1,1,0,0,0,0,5,5,5,4,5,2,5,5,5,3.42,3,Low,41,High,,,
7/14/2024 17:31:03,??? (Yes),???? (Yes),LGBTQ+,4,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,1,1,0,0,0,0,3,4,3,3,3,3,4,4,3,3.26,3,Low,30,Medium,,,
7/14/2024 17:39:15,??? (Yes),???? (Yes),Female,3,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,0,1,0,0,0,1,4,1,2,4,2,2,5,4,3,3.10,3,Low,27,Medium,,,
7/14/2024 18:12:19,??? (Yes),???? (Yes),Male,4,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",4,0,0,1,1,0,0,0,0,0,1,1,0,PvE,Role / Progression,0,0,1,1,0,1,0,0,0,0,3,3,2,2,3,2,2,2,2,2.08,3,Low,21,Low,,,
7/14/2024 18:18:42,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,1,1,1,0,0,1,5,5,4,1,3,4,3,4,3,4.00,5,Medium,32,Medium,,,
7/14/2024 18:19:13,??? (Yes),???? (Yes),Female,1,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",2,0,0,1,1,1,0,1,0,0,1,1,0,PvE,Role / Progression,0,0,0,0,1,1,1,0,1,0,4,4,3,4,3,1,4,4,3,3.95,4,Medium,30,Medium,,,
7/14/2024 18:21:30,??? (Yes),???? (Yes),Female,4,4. Multiplayer Online Battle Arena (MOBA) Games,5,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,0,1,1,1,0,0,1,4,4,4,3,4,5,3,4,4,3.65,6,Medium,35,High,,,
7/14/2024 18:21:31,??? (Yes),???? (Yes),LGBTQ+,4,"4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",5,0,0,0,1,0,0,0,0,1,1,0,1,MOBA,Competitive Action,1,1,1,0,1,1,0,0,1,1,3,3,3,2,2,1,2,3,2,3.20,7,High,21,Low,,,
7/14/2024 18:21:46,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",2,1,0,1,1,1,0,0,0,0,1,1,0,FPS,Competitive Action,1,0,0,0,1,1,1,0,0,0,5,4,4,4,4,5,5,5,4,3.95,4,Medium,40,High,,,
7/14/2024 18:21:48,??? (Yes),???? (Yes),Female,4,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games",1,1,0,0,0,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,1,1,0,0,0,0,4,5,3,4,3,2,4,4,3,3.10,2,Low,32,Medium,,,
7/14/2024 18:24:10,??? (Yes),???? (Yes),Male,4,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,1,0,0,0,1,0,0,0,0,3,3,4,5,4,3,4,4,4,3.70,3,Low,34,High,,,
7/14/2024 18:27:47,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",3,1,0,0,1,0,0,0,1,0,1,0,1,FPS,Competitive Action,1,0,1,0,0,1,1,0,1,1,5,5,4,4,3,5,2,4,3,3.25,6,Medium,35,High,,,
7/14/2024 18:28:00,??? (Yes),???? (Yes),Female,1,"8. Puzzle, 9. ????? (Other)",2,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,0,0,1,0,1,1,0,0,0,0,4,4,5,4,4,4,5,5,5,3.82,3,Low,40,High,,,
7/14/2024 18:29:53,??? (Yes),???? (Yes),Male,4,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,1,1,0,1,1,1,0,0,1,5,5,5,5,5,5,5,5,5,3.23,7,High,45,High,,,
7/14/2024 18:30:48,??? (Yes),???? (Yes),LGBTQ+,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",4,1,0,0,1,1,0,1,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,0,5,4,5,5,5,2,5,5,5,3.97,5,Medium,41,High,,,
7/14/2024 18:30:54,??? (Yes),???? (Yes),Female,1,8. Puzzle,2,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,1,0,0,0,0,4,4,3,5,3,3,4,4,3,3.67,1,Low,33,Medium,,,
7/14/2024 18:32:12,??? (Yes),???? (Yes),Female,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games",4,1,0,0,1,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,1,1,0,0,0,0,5,4,4,5,5,4,5,5,4,3.14,3,Low,41,High,,,
7/14/2024 18:32:13,??? (Yes),???? (Yes),LGBTQ+,3,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,1,1,1,1,1,0,0,0,0,5,4,4,3,4,3,5,5,5,3.59,6,Medium,38,High,,,
7/14/2024 18:32:32,??? (Yes),???? (Yes),LGBTQ+,3,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,0,1,0,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,0,1,1,0,0,1,5,5,5,3,4,3,4,5,5,3.33,5,Medium,39,High,,,
7/14/2024 18:33:30,??? (Yes),???? (Yes),Female,3,1. First-Person Shooter Game (FPS),3,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,0,1,0,0,0,0,4,4,3,3,3,5,4,5,5,4.00,2,Low,36,High,,,
7/14/2024 18:33:34,??? (Yes),???? (Yes),Female,4,"1. First-Person Shooter Game (FPS), 8. Puzzle",1,1,0,0,0,0,0,0,1,0,1,0,1,FPS,Competitive Action,0,0,1,0,1,1,1,0,0,1,4,4,3,5,3,3,4,4,5,3.57,5,Medium,35,High,,,
7/14/2024 18:35:02,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",2,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,1,3,4,3,5,4,3,3,4,4,4.00,2,Low,33,Medium,,,
7/14/2024 18:35:04,??? (Yes),???? (Yes),LGBTQ+,3,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,1,1,1,1,0,0,1,0,5,3,3,5,4,3,4,5,3,3.25,6,Medium,35,High,,,
7/14/2024 18:35:05,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 6. Real-time Shooter Game (RTS), 9. ????? (Other)",4,1,0,0,1,0,1,0,0,1,1,0,1,FPS,Competitive Action,1,0,0,0,1,1,0,0,1,1,5,4,5,3,4,3,2,4,4,4.00,5,Medium,34,High,,,
7/14/2024 18:36:44,??? (Yes),???? (Yes),Female,2,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,1,1,0,1,1,1,0,0,0,3,3,3,5,3,3,3,3,3,3.66,5,Medium,29,Medium,,,
7/14/2024 18:39:33,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 9. ????? (Other)",4,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,4,4,4,4,3.32,1,Low,41,High,,,
7/14/2024 18:47:06,??? (Yes),???? (Yes),Female,3,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,1,1,0,0,0,0,4,4,3,4,3,4,4,4,4,2.33,2,Low,34,High,,,
7/14/2024 18:47:26,??? (Yes),???? (Yes),LGBTQ+,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 9. ????? (Other)",4,0,0,0,1,0,0,1,0,1,1,1,1,MOBA,Competitive Action,1,1,1,0,1,1,1,0,0,1,3,3,2,4,4,1,4,4,4,3.75,7,High,29,Medium,,,
7/14/2024 19:01:13,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,3.78,0,Low,45,High,,,
7/14/2024 19:02:08,??? (Yes),???? (Yes),Male,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,1,1,1,0,0,1,4,4,4,4,3,4,4,5,4,3.78,5,Medium,36,High,,,
7/14/2024 19:03:33,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",4,1,0,0,1,0,0,0,0,1,1,0,1,FPS,Competitive Action,1,0,0,0,0,1,0,0,0,1,5,5,4,5,3,5,4,5,4,3.65,3,Low,40,High,,,
7/14/2024 19:04:34,??? (Yes),???? (Yes),Female,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 9. ????? (Other)",1,0,0,0,1,1,0,0,0,1,1,0,1,MOBA,Competitive Action,1,0,1,0,0,1,1,0,0,0,5,4,4,4,3,4,4,4,3,3.14,4,Medium,35,High,,,
7/14/2024 19:05:40,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",2,1,0,0,1,1,0,1,0,0,1,1,0,FPS,Competitive Action,1,1,1,0,1,1,1,1,1,0,3,4,2,4,3,3,4,3,2,3.93,8,High,28,Medium,,,
7/14/2024 19:19:33,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 7. Massively Multiplayer Online (MMO) Games",3,1,0,0,0,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3.54,10,High,27,Medium,,,
7/14/2024 19:21:31,??? (Yes),???? (Yes),Female,1,5. Battle Royale Games,2,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,0,0,0,0,0,0,0,0,5,4,3,4,3,3,3,4,3,3.81,0,Low,32,Medium,,,
7/14/2024 19:22:07,??? (Yes),???? (Yes),Male,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",2,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,2,4,2,3,4.00,0,Low,28,Medium,,,
7/14/2024 19:23:14,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,0,1,0,0,0,0,3,4,3,5,3,4,4,4,3,3.74,2,Low,33,Medium,,,
7/14/2024 19:23:19,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games",1,1,0,0,0,0,1,1,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,1,1,0,0,0,0,5,5,4,4,3,4,5,5,4,3.91,4,Medium,39,High,,,
7/14/2024 19:23:22,??? (Yes),???? (Yes),Male,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",2,0,0,0,1,0,0,1,0,0,1,1,0,MOBA,Competitive Action,0,0,1,0,0,0,0,0,0,0,4,5,4,5,4,2,4,5,4,3.55,1,Low,37,High,,,
7/14/2024 19:23:23,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",3,0,0,0,1,0,0,0,0,1,1,0,1,MOBA,Competitive Action,0,0,0,0,1,0,0,0,0,0,3,4,2,4,3,4,3,4,3,3.58,1,Low,30,Medium,,,
7/14/2024 19:46:07,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games",3,1,0,0,0,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,1,1,0,0,0,0,5,4,3,2,3,4,3,4,4,2.00,3,Low,32,Medium,,,
